crop,N,P,K,temperature,humidity,ph,rainfall,yield
Banana,190.97,82.64,309.65,25.06,79.39,5.93,107.07,39.11
Cotton,97.71,45.15,52.74,19.34,72.57,6.92,152.93,2.35
Mungbean,22.89,54.83,22.51,23.25,83.36,7.62,40.99,1.02
Mothbeans,16.28,51.39,17.67,25.39,50.15,6.19,46.68,0.82
Mothbeans,15.11,50.71,19.58,30.62,37.55,6.84,53.29,0.97
Rice,103.2,51.43,48.71,19.08,49.89,6.86,187.43,3.87
Banana,194.55,108.13,354.33,29.5,76.88,6.23,95.61,48.3
Chickpea,34.19,60.77,93.93,17.29,29.4,6.94,82.44,2.26
Kidneybeans,20.75,72.61,18.26,20.46,20.7,6.4,103.47,1.38
Grapes,116.52,41.83,127.55,19.79,62.28,7.01,57.3,21.86
Blackgram,17.22,61.65,16.21,29.14,65.2,6.81,62.71,1.02
Pigeonpeas,20.46,64.31,14.74,29.45,61.68,5.19,163.74,1.38
Pigeonpeas,14.92,76.37,22.78,31.85,42.66,4.97,82.05,1.73
Rice,84.2,32.85,60.46,22.28,84.99,6.3,213.62,4.06
Coconut,31.13,14.52,28.67,20.98,83.3,5.5,166.29,11.55
Papaya,156.79,125.99,188.52,33.37,84.95,6.96,148.37,52.48
Coffee,88.45,77.36,85.64,29.8,52.64,6.4,222.85,1.28
Mungbean,21.11,47.71,16.6,32.02,88.79,6.9,50.09,1.1
Blackgram,18.97,58.79,20.07,28.26,63.25,7.02,88.54,1.09
Pomegranate,95.73,48.24,50.12,16.9,86.58,6.69,119.4,18.63
Chickpea,38.88,61.45,56.18,20.79,19.84,7.29,51.18,1.73
Rice,82.88,34.75,48.37,22.55,72.71,6.75,160.04,3.59
Muskmelon,78.9,44.08,47.59,29.46,88.54,7.01,30.94,21.08
Banana,130.12,89.28,299.07,32.55,66.69,6.22,71.03,37.34
Rice,81.54,41.15,52.71,18.69,76.19,6.46,247.01,4.05
Pomegranate,117.61,52.82,50.16,19.21,78.58,6.16,105.06,19.0
Muskmelon,95.77,47.29,46.58,27.02,95.95,6.58,20.29,24.12
Rice,104.87,38.81,45.94,22.35,93.15,7.11,205.23,4.35
Mango,167.83,88.99,99.62,31.78,50.11,5.56,74.26,9.94
Maize,136.46,46.68,60.98,24.99,57.87,5.61,78.43,5.41
Rice,95.77,34.56,46.04,22.55,93.5,6.8,236.13,3.0
Chickpea,41.03,69.3,75.06,17.75,16.38,7.11,115.02,2.0
Mungbean,19.24,39.5,20.18,23.69,99.99,7.05,48.8,1.11
Lentil,15.75,65.85,16.75,22.47,50.22,4.86,41.05,1.2
Watermelon,59.58,50.76,44.53,26.88,100.0,7.58,53.31,32.16
Maize,146.36,63.69,47.71,23.49,58.19,6.07,83.48,5.52
Pomegranate,93.01,53.59,47.55,23.08,79.73,6.9,115.4,18.31
Pigeonpeas,14.12,80.15,18.2,31.57,48.54,5.41,196.27,1.49
Coconut,28.0,22.41,35.08,19.99,89.49,5.81,160.24,14.26
Maize,172.57,67.41,45.01,22.06,68.2,6.8,95.52,4.62
Apple,102.39,64.19,50.34,24.13,90.68,6.49,129.69,31.06
Maize,120.41,68.87,55.68,20.33,52.85,5.21,94.7,5.95
Banana,173.69,108.58,288.02,25.99,71.16,6.37,128.09,45.93
Mungbean,19.54,47.5,19.44,28.49,59.6,7.47,40.62,0.97
Banana,246.82,110.52,265.76,28.28,67.36,5.43,88.24,45.43
Maize,113.19,62.57,40.5,21.94,63.19,6.13,91.53,4.63
Grapes,80.88,44.72,81.8,22.87,69.24,5.7,88.59,20.45
Cotton,94.37,51.16,42.18,14.37,92.52,7.02,174.13,1.93
Papaya,140.4,130.3,197.39,33.43,100.0,6.44,143.85,49.87
Coconut,23.54,18.89,33.36,29.29,88.51,6.03,205.32,13.72
Muskmelon,60.58,51.72,48.45,23.14,100.0,6.36,28.45,28.17
Kidneybeans,25.29,57.29,22.31,17.97,13.22,5.28,85.1,1.41
Chickpea,44.7,61.44,80.34,21.43,34.08,7.06,77.58,2.09
Jute,47.57,48.59,64.07,22.33,98.96,7.03,174.57,2.89
Lentil,14.79,68.98,12.34,23.13,67.19,6.43,49.51,1.01
Coffee,100.93,87.46,95.93,27.23,43.04,7.17,185.9,1.36
Jute,48.27,42.06,52.5,23.08,63.39,6.95,157.83,2.61
Jute,62.84,34.67,59.05,28.9,73.27,6.8,108.19,2.67
Blackgram,14.76,66.96,18.78,24.85,76.85,7.64,67.13,1.32
Apple,131.06,68.55,52.77,19.6,81.73,5.75,98.22,31.17
Jute,40.81,37.2,53.08,21.79,79.51,7.54,206.87,2.74
Coconut,25.26,18.83,30.75,25.59,84.63,5.9,241.0,11.4
Apple,115.9,69.13,55.2,22.61,100.0,5.47,115.13,30.95
Mungbean,17.86,38.49,17.59,28.62,100.0,6.0,45.57,0.79
Apple,120.82,77.61,49.8,22.17,82.1,5.98,126.97,34.93
Mothbeans,20.82,45.67,13.32,27.23,45.48,6.54,46.41,0.8
Mothbeans,22.45,58.67,24.31,28.0,74.54,7.34,25.14,0.96
Lentil,16.14,62.59,22.37,22.32,58.48,6.47,40.17,1.4
Maize,165.43,90.39,55.16,19.71,56.82,5.89,66.03,5.23
Banana,174.22,74.02,248.72,23.51,100.0,5.91,108.15,38.35
Blackgram,17.11,57.46,14.38,32.99,67.52,7.34,85.01,1.13
Mothbeans,23.89,49.18,17.36,29.33,43.65,8.06,54.15,0.96
Papaya,152.9,145.31,174.8,25.66,61.84,7.09,95.17,53.54
Cotton,76.25,43.61,53.28,27.8,78.22,6.34,166.14,2.68
Cotton,109.84,59.59,52.52,18.55,84.36,7.29,152.26,2.23
Coconut,30.74,18.72,32.53,23.11,91.11,5.21,157.92,15.21
Kidneybeans,18.48,71.95,19.14,18.81,10.0,5.25,116.19,1.18
Orange,75.22,63.51,67.65,25.7,100.0,6.86,101.23,18.3
Jute,45.77,49.02,68.65,22.18,96.07,6.61,121.53,2.64
Lentil,14.24,60.0,18.76,23.03,51.26,6.67,44.4,1.37
Muskmelon,69.18,48.89,46.95,28.15,84.35,7.25,17.69,22.33
Chickpea,38.99,75.98,67.11,10.93,10.0,7.21,53.5,2.13
Chickpea,45.48,81.23,76.9,17.98,10.0,7.43,59.0,2.22
Lentil,20.68,75.29,17.23,26.11,78.7,6.46,35.08,1.26
Watermelon,94.01,40.95,60.97,28.63,84.18,6.59,49.19,30.02
Watermelon,63.65,51.96,50.74,22.26,100.0,6.73,50.54,34.24
Mothbeans,21.66,55.65,16.0,22.73,66.08,7.96,42.75,0.86
Banana,174.28,70.18,292.84,22.69,91.14,6.65,119.29,39.13
Pigeonpeas,21.67,40.69,17.41,27.02,30.57,5.23,194.87,1.41
Kidneybeans,21.78,52.47,15.64,20.31,14.05,5.27,99.65,1.23
Pigeonpeas,20.4,64.24,21.2,26.19,58.35,5.07,180.37,1.83
Pigeonpeas,19.57,43.95,21.94,23.33,47.16,5.33,168.65,1.74
Mungbean,18.44,55.33,22.2,29.57,92.1,6.88,36.66,1.06
Mothbeans,12.48,52.28,13.65,32.27,45.65,6.35,54.36,0.77
Jute,44.3,34.14,55.51,22.44,91.6,6.31,218.78,2.61
Mothbeans,21.0,49.97,15.77,26.02,55.21,6.89,48.28,0.86
Watermelon,76.7,49.02,60.53,21.14,88.4,6.69,47.6,39.94
Coffee,123.32,76.78,84.87,28.74,50.57,8.07,97.12,1.29
Kidneybeans,21.92,63.95,18.81,18.98,30.14,6.22,96.15,1.28
Coconut,33.02,15.59,28.15,23.87,76.99,6.05,157.29,13.2
Kidneybeans,18.39,77.2,18.76,20.73,12.56,5.44,114.15,1.38
Kidneybeans,16.07,76.03,16.29,21.41,29.9,4.8,113.91,1.21
Muskmelon,71.53,53.21,48.22,27.54,98.47,5.3,25.52,28.9
Banana,162.28,82.89,256.16,25.77,69.55,6.53,113.95,42.22
Coconut,21.15,21.27,30.62,24.07,92.41,5.71,169.93,11.54
Coffee,164.17,84.76,88.3,29.32,63.42,6.67,191.96,1.42
Muskmelon,85.53,54.9,47.66,26.51,96.82,6.42,20.93,23.22
Apple,101.75,62.49,58.27,20.57,81.38,5.78,83.01,31.46
Blackgram,14.43,58.98,17.77,26.91,59.04,7.78,70.03,1.31
Cotton,97.84,38.12,45.13,24.56,63.26,7.75,236.91,2.33
Rice,88.16,38.93,39.73,27.6,79.74,5.9,218.46,3.44
Pomegranate,104.82,43.95,63.4,24.1,81.12,6.99,104.45,21.9
Banana,142.35,98.58,227.18,24.06,93.61,5.86,98.67,39.34
Coconut,23.31,20.36,23.75,23.66,82.1,6.64,187.78,12.87
Banana,156.39,96.42,396.07,27.49,79.47,6.39,112.27,38.64
Mango,172.72,65.73,133.42,30.49,67.84,5.96,123.49,11.13
Maize,131.73,76.78,61.5,28.21,59.54,6.18,102.14,5.13
Mothbeans,25.3,62.58,11.63,27.47,54.83,7.3,60.56,1.02
Maize,153.05,56.27,48.9,20.81,76.76,6.45,71.15,5.64
Maize,159.57,70.15,48.14,29.0,70.3,6.45,86.58,5.87
Pomegranate,103.71,55.53,53.63,20.63,93.18,5.96,136.47,20.92
Jute,52.2,32.5,54.73,20.31,80.5,7.26,181.48,2.36
Maize,89.76,59.17,49.52,20.5,69.13,6.5,82.92,5.17
Muskmelon,88.11,52.53,47.47,30.6,77.7,6.6,17.29,30.04
Lentil,13.17,67.8,16.86,28.61,67.64,6.46,44.37,1.16
Mothbeans,26.24,47.74,19.58,25.47,45.36,6.04,71.28,0.75
Papaya,192.25,99.99,210.99,29.89,96.95,6.89,115.92,46.47
Coffee,127.51,77.02,75.84,24.21,32.48,6.12,166.74,1.49
Blackgram,16.86,61.19,17.91,26.98,70.69,7.09,52.83,1.33
Lentil,18.71,66.57,19.91,28.48,64.91,7.5,56.38,1.24
Kidneybeans,16.14,76.67,18.9,24.1,20.46,6.14,125.26,1.28
Orange,130.87,50.86,90.43,27.66,98.68,7.28,104.6,17.82
Mango,194.82,115.46,179.37,36.0,38.12,5.67,91.66,10.84
Lentil,21.53,84.69,20.61,24.64,69.35,6.99,51.69,1.15
Maize,120.0,71.77,53.92,19.65,44.79,6.24,105.46,5.27
Lentil,15.84,62.41,17.49,26.71,63.12,7.13,35.84,1.18
Apple,114.96,53.62,53.45,18.68,73.56,6.56,134.63,29.83
Kidneybeans,18.57,53.29,20.78,16.92,10.0,5.96,109.46,1.24
Mango,139.59,88.29,182.55,31.69,65.27,5.15,81.56,10.44
Coconut,29.19,18.51,30.86,19.72,96.68,5.34,225.29,13.78
Kidneybeans,21.31,73.52,17.41,18.2,10.0,5.32,95.82,1.21
Banana,217.75,98.37,401.49,24.15,71.5,5.52,97.91,53.69
Muskmelon,92.45,72.92,43.8,26.42,91.0,6.92,22.96,27.86
Mango,163.77,117.24,182.16,29.55,58.55,5.42,98.31,11.82
Mango,164.88,93.77,180.02,33.98,43.07,5.74,85.56,9.49
Mango,160.74,112.14,131.15,28.31,44.06,6.33,127.01,10.98
Mothbeans,21.83,55.85,13.72,26.39,46.86,7.19,37.22,0.82
Watermelon,89.16,43.53,53.69,27.51,83.97,6.43,55.53,32.93
Maize,131.6,50.79,54.31,19.47,86.0,5.69,67.96,4.24
Orange,115.41,67.01,91.91,20.73,77.4,6.52,118.43,18.85
Watermelon,95.84,36.44,40.39,18.47,92.27,6.13,42.23,33.96
Mango,156.1,116.97,170.58,33.4,53.46,4.84,143.17,10.19
Coffee,113.06,93.18,67.17,20.42,57.85,7.45,143.26,1.33
Lentil,22.56,70.43,22.16,28.0,73.15,6.95,46.71,1.21
Papaya,151.13,131.98,176.52,33.27,81.92,5.89,129.61,59.29
Coffee,119.76,95.44,94.48,30.98,47.66,5.94,183.35,1.4
Maize,121.87,50.17,65.05,20.67,69.51,5.24,111.37,5.76
Muskmelon,85.86,50.58,61.28,37.16,89.61,6.64,14.5,28.17
Blackgram,19.47,72.4,17.83,28.78,82.25,7.11,56.8,1.19
Blackgram,17.78,69.77,18.7,24.95,64.69,7.58,56.36,1.32
Blackgram,16.5,52.46,20.64,30.13,45.61,6.74,84.56,1.19
Cotton,67.56,43.92,71.01,21.28,93.43,6.97,178.2,2.32
Grapes,126.08,74.06,115.49,20.96,83.34,5.98,55.4,25.82
Chickpea,39.55,53.33,81.01,18.65,19.24,6.8,78.45,2.29
Muskmelon,95.72,53.4,63.04,29.16,81.06,6.33,24.81,23.93
Blackgram,16.08,59.37,14.82,28.06,60.59,6.77,41.43,1.17
Pigeonpeas,22.37,56.0,20.41,22.97,56.13,4.94,169.94,1.53
Mothbeans,24.5,60.12,16.41,29.62,55.46,7.29,60.82,0.75
Pigeonpeas,22.78,82.92,21.22,25.86,52.99,5.02,175.13,1.74
Mango,130.94,127.71,165.49,37.37,64.78,5.7,103.58,11.43
Papaya,176.9,91.46,236.03,36.93,81.42,7.02,117.67,55.28
Pigeonpeas,21.84,65.12,20.69,29.84,33.76,4.83,175.0,1.72
Cotton,97.82,49.3,53.83,21.63,76.14,7.1,136.21,2.81
Papaya,126.22,101.53,181.46,27.85,100.0,5.97,116.31,45.09
Coconut,23.23,18.64,31.87,30.52,99.09,5.91,242.82,13.14
Chickpea,42.1,62.32,86.99,19.81,10.0,7.52,52.39,1.9
Chickpea,36.82,60.75,78.25,23.61,10.0,7.36,80.69,1.83
Grapes,141.87,70.03,111.54,24.85,79.21,6.48,72.29,22.27
Banana,206.82,96.67,270.41,25.44,78.87,4.75,68.45,43.2
Papaya,190.3,115.81,207.66,30.67,87.07,6.46,219.06,59.64
Papaya,200.86,114.19,178.51,32.4,99.06,6.49,128.25,59.11
Cotton,72.28,61.49,57.1,22.0,78.11,6.63,87.03,1.9
Mothbeans,23.74,44.33,22.12,31.76,67.45,7.16,63.19,0.85
Blackgram,12.6,53.73,19.32,30.03,58.15,6.48,38.79,1.18
Cotton,82.63,51.28,52.82,24.83,74.78,6.86,186.49,2.42
Kidneybeans,19.51,54.98,16.2,19.69,21.0,5.25,82.57,1.29
Cotton,124.18,48.05,49.66,16.92,70.04,6.73,180.13,2.29
Orange,120.78,67.1,76.23,20.75,100.0,7.04,151.43,16.89
Coconut,25.98,14.59,28.24,29.57,90.88,5.4,168.12,12.64
Watermelon,99.72,43.28,58.91,29.85,95.98,6.93,35.49,35.93
Muskmelon,72.09,47.91,63.07,33.3,98.09,6.16,26.5,23.69
Banana,174.16,100.05,282.33,24.77,81.6,6.02,111.24,38.89
Mothbeans,22.05,50.97,21.06,29.72,49.8,6.96,73.25,1.04
Pigeonpeas,18.04,63.81,15.16,29.02,52.25,4.94,150.06,1.54
Papaya,217.26,124.35,170.54,34.31,100.0,6.67,154.22,52.96
Kidneybeans,18.54,71.4,20.13,17.57,23.04,6.2,137.82,1.28
Pomegranate,101.04,45.64,54.54,22.62,83.97,7.16,98.64,19.87
Watermelon,94.47,45.63,61.56,22.72,94.02,5.82,47.18,34.57
Mango,140.84,114.57,197.23,30.98,48.17,5.4,135.43,10.02
Coffee,136.38,92.35,74.95,28.37,38.75,7.07,134.23,1.26
Chickpea,42.06,58.53,89.17,16.67,30.36,7.22,64.52,1.48
Muskmelon,86.76,47.63,53.9,29.11,85.29,6.03,25.84,23.98
Chickpea,43.58,70.03,94.73,17.01,12.66,7.06,36.86,2.1
Apple,115.12,56.89,71.36,24.08,79.92,6.27,80.03,25.29
Papaya,198.05,123.99,163.3,34.36,74.85,6.66,91.72,53.07
Papaya,223.41,97.46,181.41,29.57,84.58,6.97,146.26,68.52
Apple,114.46,69.61,59.58,22.53,100.0,5.24,160.92,21.14
Chickpea,31.13,78.86,89.88,14.02,10.22,7.35,54.88,1.9
Rice,92.2,31.56,44.32,24.88,93.3,6.98,250.18,3.6
Grapes,130.76,57.52,97.78,27.73,95.35,6.11,61.57,24.11
Mango,129.36,116.79,180.52,32.04,53.65,5.91,120.74,12.62
Grapes,110.52,60.73,122.62,26.53,85.77,5.18,45.77,25.57
Coconut,21.56,17.21,36.68,28.85,100.0,4.55,134.71,13.79
Lentil,13.81,65.54,20.38,20.18,71.97,6.7,44.36,1.24
Pomegranate,116.5,55.94,37.56,23.13,85.38,5.97,123.2,19.73
Papaya,197.33,108.52,161.53,36.68,81.74,7.52,137.1,64.13
Coffee,99.73,75.81,78.42,21.18,56.7,7.12,138.87,1.09
Coffee,126.05,84.34,91.26,24.89,53.08,6.73,139.13,1.45
Chickpea,45.44,61.91,106.55,22.75,22.39,6.71,88.65,2.54
Jute,55.75,35.63,55.73,28.12,68.63,6.28,182.32,2.85
Mungbean,20.22,47.11,14.87,30.2,94.9,7.16,48.83,1.05
Rice,98.74,40.04,43.53,23.85,69.53,6.77,211.68,3.74
Kidneybeans,20.54,79.69,17.97,20.73,30.11,5.18,120.27,1.45
Rice,92.92,41.32,31.52,22.43,81.37,7.23,158.91,4.02
Coffee,134.68,94.67,73.35,27.55,56.64,7.43,146.03,1.41
Lentil,19.81,64.7,14.89,18.26,61.14,6.85,43.09,1.49
Mungbean,19.55,51.09,20.59,32.4,93.4,6.35,49.92,1.26
Mango,168.17,107.74,145.5,30.88,56.86,5.35,118.27,10.53
Jute,34.57,43.93,69.28,27.43,92.48,6.33,156.64,2.67
Muskmelon,77.84,46.03,61.39,29.8,98.7,6.28,27.61,19.82
Blackgram,12.69,68.45,14.19,26.79,67.53,7.45,87.16,1.23
Chickpea,27.27,64.27,92.88,16.0,22.5,6.41,88.32,2.04
Mango,141.32,90.29,182.92,36.31,55.84,6.37,112.32,10.74
Mothbeans,18.25,55.72,17.17,30.3,55.94,7.71,20.96,0.77
Kidneybeans,20.94,59.36,22.57,20.41,11.54,5.76,114.24,1.23
Blackgram,14.61,54.57,21.78,31.02,54.11,6.8,64.92,1.11
Mothbeans,24.34,65.56,17.06,27.64,48.33,6.94,54.66,0.86
Mungbean,20.91,34.39,19.39,26.51,95.82,6.43,72.97,1.04
Cotton,91.18,48.2,51.81,28.8,87.76,7.57,161.7,2.5
Pomegranate,106.56,44.75,46.25,22.43,82.88,6.24,125.92,19.51
Kidneybeans,25.27,79.12,21.37,17.53,23.53,6.51,113.87,1.47
Maize,156.66,68.02,51.58,22.57,60.9,6.4,98.18,4.04
Watermelon,77.63,49.62,57.38,29.43,70.16,6.39,59.7,33.19
Lentil,17.61,67.15,21.49,22.84,63.36,7.39,47.8,1.3
Chickpea,27.9,66.1,90.8,19.83,10.0,7.98,83.54,2.16
Watermelon,77.07,60.91,56.87,23.69,81.26,6.13,65.95,39.74
Kidneybeans,21.11,60.62,17.03,16.86,10.0,6.0,98.2,1.46
Pomegranate,98.88,51.61,48.01,12.47,82.22,6.32,111.58,21.42
Blackgram,13.53,64.89,17.89,30.2,68.56,7.71,51.65,1.19
Kidneybeans,22.85,62.94,15.96,19.73,10.0,4.8,112.55,1.43
Orange,125.45,56.19,82.52,23.77,98.94,7.67,111.1,16.58
Mungbean,21.33,51.24,18.05,31.84,94.71,6.8,43.78,1.15
Rice,95.22,39.78,42.17,29.86,88.16,7.06,197.18,3.72
Blackgram,16.67,72.01,18.88,27.92,52.54,7.32,95.48,1.27
Mothbeans,25.03,46.77,18.45,34.45,67.39,6.47,67.35,0.85
Mango,167.44,86.0,190.92,29.17,40.91,4.49,98.39,11.08
Muskmelon,84.82,64.07,44.62,28.92,81.12,6.72,10.87,25.27
Rice,89.34,43.52,41.25,24.8,78.11,7.34,215.53,4.23
Mothbeans,25.85,64.8,19.66,32.02,49.48,7.09,65.94,0.83
Jute,51.25,41.31,56.43,23.0,88.27,6.57,195.94,2.79
Chickpea,38.71,70.42,90.53,17.1,10.0,7.79,102.39,1.94
Orange,121.92,52.58,53.65,20.66,100.0,6.89,150.35,16.14
Pigeonpeas,23.14,58.6,15.97,29.18,51.45,5.47,107.45,1.7
Mungbean,22.95,54.93,23.86,29.55,84.64,6.61,50.15,1.12
Maize,161.11,64.79,48.32,25.18,64.2,6.09,85.64,5.22
Maize,138.27,68.48,48.79,23.33,70.36,6.78,65.97,5.53
Banana,173.08,89.78,311.7,27.11,80.94,6.2,92.03,46.48
Coconut,23.0,17.44,29.65,23.07,88.57,5.52,168.47,11.41
Pomegranate,109.28,46.17,60.36,22.78,88.8,6.54,113.11,18.44
Blackgram,11.39,71.22,16.56,28.75,54.12,7.11,56.61,0.99
Muskmelon,80.48,46.09,46.87,21.74,94.42,5.59,24.25,26.05
Pomegranate,117.85,60.81,58.82,21.25,99.87,6.94,91.95,17.15
Apple,128.13,52.45,62.82,21.13,100.0,5.44,102.77,27.54
Rice,83.68,33.98,42.62,22.21,98.26,6.47,211.09,3.22
Lentil,14.51,60.15,11.48,28.36,70.42,6.21,36.05,0.91
Chickpea,36.62,69.2,88.92,18.56,10.0,7.2,56.99,2.31
Muskmelon,80.9,55.78,51.94,28.42,100.0,6.05,25.98,23.53
Rice,70.07,52.95,37.74,24.83,96.27,6.67,200.52,3.31
Banana,250.33,98.63,300.18,28.01,90.58,6.46,79.58,50.99
Lentil,13.7,76.88,21.36,30.83,64.08,7.83,41.18,1.09
Apple,128.55,61.31,49.73,24.76,93.05,5.72,121.43,32.13
Banana,182.48,99.77,383.93,27.66,77.27,6.16,75.98,45.62
Mothbeans,17.02,55.24,21.07,28.68,66.61,7.03,40.24,1.03
Mungbean,19.87,49.1,21.04,35.15,80.79,5.63,41.76,0.91
Coffee,110.63,66.16,64.41,28.22,60.53,5.96,184.77,1.16
Cotton,86.71,49.23,35.39,22.2,69.32,6.26,190.82,2.36
Coffee,88.55,62.13,91.2,21.25,43.22,7.22,156.68,1.29
Coffee,124.05,87.66,86.19,23.35,62.41,6.22,131.95,1.14
Pomegranate,108.09,48.8,50.78,21.19,95.25,5.94,138.31,19.1
Blackgram,16.97,61.59,22.3,26.13,73.27,7.09,84.67,1.25
Mango,110.45,89.83,170.24,33.16,66.02,6.07,72.17,10.04
Lentil,17.93,55.85,22.72,20.81,65.96,7.53,51.95,1.41
Maize,137.3,66.28,44.13,19.12,78.76,6.0,112.1,4.92
Watermelon,84.15,52.76,67.59,18.16,72.59,6.75,29.29,34.68
Watermelon,62.79,49.59,57.5,29.1,69.11,6.65,67.47,32.65
Banana,170.75,106.58,228.16,27.66,81.05,5.8,132.0,41.42
Maize,123.97,76.22,60.24,22.41,78.3,6.46,79.92,4.55
Blackgram,15.39,55.61,17.57,28.49,68.69,7.21,54.93,1.26
Papaya,149.28,97.77,143.03,34.43,95.32,6.68,141.38,54.76
Chickpea,43.45,71.22,85.34,13.16,30.41,6.88,111.7,2.41
Papaya,208.67,111.12,172.87,31.81,96.54,6.71,175.38,53.61
Mungbean,20.92,44.22,17.56,34.5,82.43,6.95,53.46,0.94
Grapes,137.87,59.94,117.19,26.69,82.86,5.94,81.59,26.38
Watermelon,66.17,50.32,51.28,23.65,74.52,6.45,43.87,30.22
Coffee,109.66,71.07,73.94,29.62,58.76,6.1,153.03,1.13
Cotton,96.85,60.36,35.3,24.13,63.56,7.05,175.17,2.33
Mango,164.22,98.63,178.37,39.81,44.61,5.59,116.19,12.16
Banana,218.96,102.67,319.5,26.3,74.92,6.06,66.24,44.47
Rice,85.65,50.69,42.65,25.09,79.09,6.06,193.55,3.74
Maize,145.79,71.41,48.93,19.82,67.96,5.57,59.63,4.94
Mango,149.92,108.86,140.76,30.53,49.64,5.49,66.44,12.81
Maize,143.18,58.86,48.08,23.58,64.1,6.34,105.56,5.85
Coconut,30.78,15.02,30.05,25.06,89.1,5.75,175.98,13.91
Grapes,126.02,66.18,135.17,26.74,89.82,6.96,75.16,26.58
Rice,95.68,49.24,42.48,24.12,87.48,5.83,250.03,3.3
Chickpea,38.33,55.79,87.74,19.07,10.0,7.49,71.1,2.1
Lentil,15.06,71.14,22.44,22.82,69.13,6.99,57.93,1.23
Mungbean,15.73,54.53,24.56,27.98,86.31,6.29,53.68,1.24
Maize,177.95,54.95,47.13,22.04,56.07,6.35,55.31,5.67
Pigeonpeas,20.56,57.44,22.2,30.91,42.29,5.94,184.47,1.64
Coconut,26.0,17.52,35.09,24.14,88.2,5.59,204.84,11.96
Mothbeans,18.29,55.17,14.72,28.98,55.33,6.26,35.29,0.8
Grapes,142.45,49.9,114.75,22.97,67.66,5.68,79.52,25.58
Blackgram,16.22,71.79,20.62,25.91,61.36,7.07,59.66,0.93
Papaya,194.22,103.13,219.21,31.75,83.19,6.48,171.91,58.37
Coffee,117.36,89.73,114.02,27.64,56.27,7.39,135.37,1.46
Papaya,189.16,89.11,158.59,31.47,92.44,7.24,173.08,49.06
Pigeonpeas,16.04,85.42,21.62,28.11,17.7,5.23,174.01,1.65
Rice,78.75,33.4,47.08,21.97,84.24,6.37,168.14,3.14
Mungbean,15.19,37.89,23.91,27.02,90.86,7.41,37.67,0.97
Mothbeans,23.41,59.74,19.92,24.52,41.7,6.49,52.71,1.0
Blackgram,15.49,67.7,18.48,29.17,69.81,7.15,63.04,1.18
Blackgram,15.25,45.35,22.15,34.8,61.35,6.62,37.57,1.21
Apple,123.49,64.79,51.07,16.65,96.21,5.8,149.87,32.84
Cotton,100.58,50.34,48.51,20.07,87.05,6.48,214.02,2.76
Apple,161.22,55.08,55.73,21.58,94.87,5.98,130.97,30.04
Orange,84.23,58.36,78.76,22.96,92.33,6.28,109.75,15.34
Jute,49.39,36.56,68.86,24.67,78.08,6.99,163.15,2.87
Mungbean,25.59,50.98,24.58,26.59,84.06,5.93,43.64,1.1
Mothbeans,22.49,55.76,20.35,27.47,69.05,6.13,52.43,0.82
Muskmelon,61.56,54.92,57.21,24.88,99.29,6.67,26.23,27.32
Pigeonpeas,24.12,67.07,20.5,29.3,55.84,6.54,66.79,1.55
Papaya,177.6,142.71,135.05,32.76,88.09,7.33,111.15,53.01
Mango,159.68,94.53,139.64,31.76,70.97,5.96,122.81,10.39
Blackgram,14.04,63.35,16.74,32.36,56.28,7.2,82.23,1.01
Banana,217.67,78.65,323.66,26.19,77.73,5.27,144.53,43.04
Muskmelon,91.73,44.21,61.27,27.99,84.47,5.34,22.43,30.12
Coconut,25.27,15.31,27.47,26.88,86.44,5.82,170.41,11.87
Maize,126.7,52.36,44.32,27.09,59.04,6.05,76.26,4.9
Muskmelon,70.14,58.5,51.11,32.98,85.21,5.9,20.38,21.14
Blackgram,8.47,56.89,23.27,32.83,66.38,7.09,60.32,1.2
Lentil,12.71,69.13,19.29,25.46,77.93,7.84,47.61,1.28
Blackgram,16.96,63.16,19.76,28.98,65.41,6.72,58.32,1.07
Coconut,27.41,15.72,28.34,24.63,82.52,5.5,225.21,10.69
Pigeonpeas,20.66,70.66,20.37,26.11,50.71,5.79,102.27,1.84
Mungbean,20.67,60.26,16.52,26.03,89.56,7.02,33.37,1.11
Papaya,206.46,136.17,157.79,37.21,100.0,7.52,127.8,51.86
Chickpea,35.88,70.29,65.82,16.63,10.0,6.91,82.56,2.02
Orange,142.04,53.24,86.91,23.16,89.83,7.04,99.64,19.87
Maize,148.99,56.5,47.48,20.66,50.9,6.68,96.89,5.97
Apple,109.85,70.55,47.65,25.69,96.39,5.7,92.07,34.59
Kidneybeans,17.99,68.83,20.51,21.12,26.15,5.39,122.9,1.42
Maize,129.65,74.1,55.69,20.14,64.59,6.47,100.24,4.59
Pigeonpeas,18.47,69.72,20.61,28.86,43.08,6.03,142.23,1.66
Mango,94.49,94.15,116.18,27.46,51.56,5.89,99.35,9.53
Kidneybeans,19.82,52.11,15.39,23.89,17.95,5.28,90.56,1.09
Lentil,21.22,66.67,16.45,19.9,67.47,6.95,26.92,1.22
Apple,73.33,66.64,53.82,22.16,97.55,6.17,122.44,29.04
Cotton,97.26,52.06,54.38,16.97,64.85,6.81,212.98,2.7
Muskmelon,64.54,41.04,35.81,26.77,87.91,7.03,20.09,19.45
Maize,151.08,65.32,47.76,18.11,63.93,6.85,85.24,4.52
Cotton,118.75,56.9,46.31,23.18,90.67,7.26,192.26,2.61
